,lat,lon,transposition_factor,tilt,azimuth,POA_GLOBAL_IRRADIANCE
0,-20.75,57.099998474121094,1.0047611,10,-30,280.229
0,-20.75,57.150001525878906,1.0048025,10,-30,280.1673
0,-20.75,57.20000076293945,1.0044757,10,-30,277.99033
0,-20.75,57.25,1.0040036,10,-20,275.00595
0,-20.75,57.29999923706055,1.0042514,10,-30,274.8565
0,-20.75,57.349998474121094,1.0042794,10,-20,274.81265
0,-20.75,57.400001525878906,1.0042704,10,-20,275.37918
0,-20.75,57.45000076293945,1.0052664,10,-30,274.61636
0,-20.75,57.5,1.0052994,10,-30,274.6082
0,-20.75,57.54999923706055,1.0050339,10,-30,274.9145
0,-20.75,57.599998474121094,1.0058566,10,-40,274.53607
0,-20.75,57.650001525878906,1.0058603,10,-40,274.4974
0,-20.75,57.70000076293945,1.0062165,10,-40,274.9829
0,-20.75,57.75,1.0058588,10,-30,274.94943
0,-20.75,57.79999923706055,1.0058571,10,-30,274.90707
0,-20.75,57.849998474121094,1.0062106,10,-40,273.5591
0,-20.75,57.900001525878906,1.0063542,10,-40,273.29962
0,-20.75,57.95000076293945,1.0063683,10,-40,273.287
0,-20.75,58.0,1.0068349,10,-40,272.8223
0,-20.700000762939453,57.099998474121094,1.0041107,10,-20,278.59106
0,-20.700000762939453,57.150001525878906,1.0040698,10,-20,276.61786
0,-20.700000762939453,57.20000076293945,1.0040482,10,-20,273.1011
0,-20.700000762939453,57.25,1.0040683,10,-20,273.04312
0,-20.700000762939453,57.29999923706055,1.004063,10,-20,273.02826
0,-20.700000762939453,57.349998474121094,1.0040702,10,-20,274.01562
0,-20.700000762939453,57.400001525878906,1.004085,10,-20,273.94647
0,-20.700000762939453,57.45000076293945,1.005142,10,-30,273.3777
0,-20.700000762939453,57.5,1.0056747,10,-40,270.64462
0,-20.700000762939453,57.54999923706055,1.0057106,10,-40,270.6513
0,-20.700000762939453,57.599998474121094,1.0059296,10,-40,271.93607
0,-20.700000762939453,57.650001525878906,1.0059445,10,-40,273.64832
0,-20.700000762939453,57.70000076293945,1.0059801,10,-40,273.65353
0,-20.700000762939453,57.75,1.0057825,10,-40,274.02527
0,-20.700000762939453,57.79999923706055,1.0057445,10,-30,273.75018
0,-20.700000762939453,57.849998474121094,1.0057807,10,-30,273.72192
0,-20.700000762939453,57.900001525878906,1.0064965,10,-40,272.53607
0,-20.700000762939453,57.95000076293945,1.0067289,10,-40,271.75168
0,-20.700000762939453,58.0,1.006775,10,-40,271.79108
0,-20.649999618530273,57.099998474121094,1.0038974,10,-20,278.26468
0,-20.649999618530273,57.150001525878906,1.0034673,10,-20,275.2067
0,-20.649999618530273,57.20000076293945,1.0035038,10,-20,275.11896
0,-20.649999618530273,57.25,1.0031859,10,-20,272.75317
0,-20.649999618530273,57.29999923706055,1.0040523,10,-20,271.16876
0,-20.649999618530273,57.349998474121094,1.0040585,10,-30,271.12418
0,-20.649999618530273,57.400001525878906,1.0038576,10,-30,271.24683
0,-20.649999618530273,57.45000076293945,1.0046604,10,-30,269.9078
0,-20.649999618530273,57.5,1.0047075,10,-30,269.9197
0,-20.649999618530273,57.54999923706055,1.0051976,10,-30,270.6082
0,-20.649999618530273,57.599998474121094,1.005443,10,-40,272.3502
0,-20.649999618530273,57.650001525878906,1.0054785,10,-40,272.36432
0,-20.649999618530273,57.70000076293945,1.005306,10,-30,273.70187
0,-20.649999618530273,57.75,1.0046488,10,-30,273.62973
0,-20.649999618530273,57.79999923706055,1.0043559,10,-30,272.73978
0,-20.649999618530273,57.849998474121094,1.004955,10,-30,271.27435
0,-20.649999618530273,57.900001525878906,1.0057541,10,-30,271.8669
0,-20.649999618530273,57.95000076293945,1.0058126,10,-30,271.84387
0,-20.649999618530273,58.0,1.0056242,10,-30,271.99927
0,-20.600000381469727,57.099998474121094,1.0029863,10,-10,280.67657
0,-20.600000381469727,57.150001525878906,1.0035092,10,-20,277.2476
0,-20.600000381469727,57.20000076293945,1.0021477,10,0,274.78217
0,-20.600000381469727,57.25,1.0021589,10,0,274.7301
0,-20.600000381469727,57.29999923706055,1.0026485,10,-10,270.771
0,-20.600000381469727,57.349998474121094,1.0032717,10,-20,270.39627
0,-20.600000381469727,57.400001525878906,1.0032966,10,-20,270.39032
0,-20.600000381469727,57.45000076293945,1.0035563,10,-30,266.87137
0,-20.600000381469727,57.5,1.004618,10,-30,267.19553
0,-20.600000381469727,57.54999923706055,1.0046299,10,-30,267.16208
0,-20.600000381469727,57.599998474121094,1.0047085,10,-30,268.11078
0,-20.600000381469727,57.650001525878906,1.004038,10,-30,270.09293
0,-20.600000381469727,57.70000076293945,1.0043387,10,-30,270.72046
0,-20.600000381469727,57.75,1.0043273,10,-30,270.742
0,-20.600000381469727,57.79999923706055,1.0048047,10,-30,269.45352
0,-20.600000381469727,57.849998474121094,1.0048523,10,-30,269.4446
0,-20.600000381469727,57.900001525878906,1.0055238,10,-30,270.40668
0,-20.600000381469727,57.95000076293945,1.0046372,10,-30,272.5383
0,-20.600000381469727,58.0,1.0046965,10,-30,272.45874
0,-20.549999237060547,57.099998474121094,1.0031253,10,-20,278.2513
0,-20.549999237060547,57.150001525878906,1.0027822,10,-20,277.0855
0,-20.549999237060547,57.20000076293945,1.0028081,10,-20,276.93384
0,-20.549999237060547,57.25,1.0022329,10,-10,271.31302
0,-20.549999237060547,57.29999923706055,1.0020167,10,-10,265.98364
0,-20.549999237060547,57.349998474121094,1.0019914,10,-10,265.9792
0,-20.549999237060547,57.400001525878906,1.0023036,10,-20,263.65726
0,-20.549999237060547,57.45000076293945,1.0043471,10,-30,264.70483
0,-20.549999237060547,57.5,1.0043801,10,-30,264.77176
0,-20.549999237060547,57.54999923706055,1.0037798,10,-30,265.37473
0,-20.549999237060547,57.599998474121094,1.0044512,10,-30,265.08774
0,-20.549999237060547,57.650001525878906,1.0045023,10,-30,265.0684
0,-20.549999237060547,57.70000076293945,1.0040883,10,-30,262.95242
0,-20.549999237060547,57.75,1.0045506,10,-30,266.54648
0,-20.549999237060547,57.79999923706055,1.004568,10,-30,266.68253
0,-20.549999237060547,57.849998474121094,1.0053843,10,-40,268.49368
0,-20.549999237060547,57.900001525878906,1.0049343,10,-30,271.80298
0,-20.549999237060547,57.95000076293945,1.0049658,10,-30,271.745
0,-20.549999237060547,58.0,1.0049002,10,-30,273.37918
0,-20.5,57.099998474121094,1.0037024,10,-20,275.3331
0,-20.5,57.150001525878906,1.0030661,10,-20,275.82974
0,-20.5,57.20000076293945,1.0032724,10,-20,271.49295
0,-20.5,57.25,1.0016634,10,0,265.95392
0,-20.5,57.29999923706055,1.0016699,10,0,265.7918
0,-20.5,57.349998474121094,1.0034021,10,30,259.8461
0,-20.5,57.400001525878906,1.0022324,10,20,252.67212
0,-20.5,57.45000076293945,1.0022262,10,20,252.70409
0,-20.5,57.5,1.0016556,10,-10,252.80223
0,-20.5,57.54999923706055,1.0021868,10,-10,255.54944
0,-20.5,57.599998474121094,1.0022023,10,-10,255.45056
0,-20.5,57.650001525878906,1.0037158,10,-30,259.2803
0,-20.5,57.70000076293945,1.0039771,10,-30,265.58365
0,-20.5,57.75,1.0040134,10,-30,265.59924
0,-20.5,57.79999923706055,1.0033153,10,-30,269.5554
0,-20.5,57.849998474121094,1.0055555,10,-40,268.87732
0,-20.5,57.900001525878906,1.0055957,10,-40,268.96133
0,-20.5,57.95000076293945,1.0051534,10,-30,272.1963
0,-20.5,58.0,1.0056002,10,-40,268.61337
0,-20.450000762939453,57.099998474121094,1.0018693,10,-10,276.15094
0,-20.450000762939453,57.150001525878906,1.0032238,10,-20,273.24683
0,-20.450000762939453,57.20000076293945,1.0032399,10,-20,273.04312
0,-20.450000762939453,57.25,1.0021409,10,0,274.25055
0,-20.450000762939453,57.29999923706055,1.0042769,10,40,263.62082
0,-20.450000762939453,57.349998474121094,1.0042297,10,40,263.72565
0,-20.450000762939453,57.400001525878906,1.0035015,10,30,242.6959
0,-20.450000762939453,57.45000076293945,1.0015882,10,10,243.80669
0,-20.450000762939453,57.5,1.0015621,10,10,244.06468
0,-20.450000762939453,57.54999923706055,1.0015155,10,-10,248.61412
0,-20.450000762939453,57.599998474121094,1.0028335,10,-20,254.46172
0,-20.450000762939453,57.650001525878906,1.0020938,10,-10,248.73605
0,-20.450000762939453,57.70000076293945,1.0036646,10,-30,257.99927
0,-20.450000762939453,57.75,1.0035192,10,-30,265.6528
0,-20.450000762939453,57.79999923706055,1.0035616,10,-30,265.6409
0,-20.450000762939453,57.849998474121094,1.0027035,10,-20,269.4134
0,-20.450000762939453,57.900001525878906,1.004385,10,-30,269.07062
0,-20.450000762939453,57.95000076293945,1.0044025,10,-30,269.01932
0,-20.450000762939453,58.0,1.004485,10,-30,268.92416
0,-20.399999618530273,57.099998474121094,1.0011767,10,0,275.79926
0,-20.399999618530273,57.150001525878906,1.0011959,10,0,275.7435
0,-20.399999618530273,57.20000076293945,1.0020359,10,-10,271.89963
0,-20.399999618530273,57.25,1.002689,10,20,272.8052
0,-20.399999618530273,57.29999923706055,1.0023916,10,20,270.1747
0,-20.399999618530273,57.349998474121094,1.0034957,10,40,264.87213
0,-20.399999618530273,57.400001525878906,1.0020641,10,30,250.49294
0,-20.399999618530273,57.45000076293945,1.0020033,10,30,251.38513
0,-20.399999618530273,57.5,1.0019655,10,30,242.56802
0,-20.399999618530273,57.54999923706055,1.0014532,10,10,247.98885
0,-20.399999618530273,57.599998474121094,1.001467,10,10,247.16951
0,-20.399999618530273,57.650001525878906,1.0024807,10,-20,255.68105
0,-20.399999618530273,57.70000076293945,1.0039045,10,-30,263.8067
0,-20.399999618530273,57.75,1.0039293,10,-30,263.66245
0,-20.399999618530273,57.79999923706055,1.0047147,10,-40,264.75168
0,-20.399999618530273,57.849998474121094,1.0043042,10,-30,266.98215
0,-20.399999618530273,57.900001525878906,1.0043162,10,-30,266.0721
0,-20.399999618530273,57.95000076293945,1.003252,10,-20,267.66617
0,-20.399999618530273,58.0,1.0036263,10,-30,268.94275
0,-20.350000381469727,57.099998474121094,1.001523,10,10,278.6937
0,-20.350000381469727,57.150001525878906,1.0015727,10,0,273.6736
0,-20.350000381469727,57.20000076293945,1.0015738,10,0,273.49295
0,-20.350000381469727,57.25,1.0018594,10,0,268.8134
0,-20.350000381469727,57.29999923706055,1.003901,10,40,266.15167
0,-20.350000381469727,57.349998474121094,1.003853,10,40,266.35464
0,-20.350000381469727,57.400001525878906,1.0027571,10,30,258.2342
0,-20.350000381469727,57.45000076293945,1.0024726,10,30,245.36357
0,-20.350000381469727,57.5,1.002427,10,30,245.97919
0,-20.350000381469727,57.54999923706055,1.0019417,10,30,245.53383
0,-20.350000381469727,57.599998474121094,1.0004168,10,10,244.5301
0,-20.350000381469727,57.650001525878906,1.0004416,10,10,244.26468
0,-20.350000381469727,57.70000076293945,1.0011699,10,-10,248.14647
0,-20.350000381469727,57.75,1.0029148,10,-20,262.2156
0,-20.350000381469727,57.79999923706055,1.0029811,10,-20,259.40372
0,-20.350000381469727,57.849998474121094,1.0015874,10,-10,268.34796
0,-20.350000381469727,57.900001525878906,1.003317,10,-30,266.94498
0,-20.350000381469727,57.95000076293945,1.003337,10,-30,266.91153
0,-20.350000381469727,58.0,1.0034125,10,-30,268.47064
0,-20.299999237060547,57.099998474121094,1.0016947,10,0,274.65054
0,-20.299999237060547,57.150001525878906,1.0017115,10,0,274.58514
0,-20.299999237060547,57.20000076293945,1.0020175,10,0,266.60742
0,-20.299999237060547,57.25,1.002198,10,20,265.113
0,-20.299999237060547,57.29999923706055,1.0021789,10,20,265.03793
0,-20.299999237060547,57.349998474121094,1.0045754,10,40,263.6379
0,-20.299999237060547,57.400001525878906,1.0023694,10,30,251.63272
0,-20.299999237060547,57.45000076293945,1.0023161,10,30,252.58067
0,-20.299999237060547,57.5,1.0015736,10,20,248.93011
0,-20.299999237060547,57.54999923706055,1.0010426,10,30,249.84981
0,-20.299999237060547,57.599998474121094,1.0010905,10,30,249.12788
0,-20.299999237060547,57.650001525878906,1.0005434,10,0,247.77917
0,-20.299999237060547,57.70000076293945,1.0016928,10,-20,258.2595
0,-20.299999237060547,57.75,1.0017056,10,-20,258.06097
0,-20.299999237060547,57.79999923706055,1.0016936,10,-10,266.03122
0,-20.299999237060547,57.849998474121094,1.0023497,10,-10,266.09665
0,-20.299999237060547,57.900001525878906,1.0023475,10,-10,266.04016
0,-20.299999237060547,57.95000076293945,1.0031984,10,-20,267.0223
0,-20.299999237060547,58.0,1.0039617,10,-30,267.92862
0,-20.25,57.099998474121094,1.0031459,10,-20,272.63718
0,-20.25,57.150001525878906,1.0016913,10,0,270.80075
0,-20.25,57.20000076293945,1.0017034,10,0,270.64685
0,-20.25,57.25,1.0023111,10,20,266.9911
0,-20.25,57.29999923706055,1.0031548,10,30,264.07584
0,-20.25,57.349998474121094,1.004313,10,40,253.8052
0,-20.25,57.400001525878906,1.0042851,10,40,254.40446
0,-20.25,57.45000076293945,1.0016793,10,30,251.01115
0,-20.25,57.5,1.0010957,10,30,251.35762
0,-20.25,57.54999923706055,1.0010866,10,30,251.39331
0,-20.25,57.599998474121094,1.0001312,10,30,249.21338
0,-20.25,57.650001525878906,1.0003073,10,0,256.5569
0,-20.25,57.70000076293945,1.0003139,10,0,255.90558
0,-20.25,57.75,1.0018657,10,-20,262.70856
0,-20.25,57.79999923706055,1.0021156,10,-10,265.5472
0,-20.25,57.849998474121094,1.002147,10,-10,265.47583
0,-20.25,57.900001525878906,1.0029911,10,-20,266.5197
0,-20.25,57.95000076293945,1.003661,10,-30,267.0119
0,-20.25,58.0,1.0036942,10,-30,267.04163
0,-20.200000762939453,57.099998474121094,1.0014774,10,10,274.171
0,-20.200000762939453,57.150001525878906,1.0023355,10,-10,272.17026
0,-20.200000762939453,57.20000076293945,1.0017624,10,20,268.79034
0,-20.200000762939453,57.25,1.0023053,10,10,262.8119
0,-20.200000762939453,57.29999923706055,1.0023007,10,10,262.6803
0,-20.200000762939453,57.349998474121094,1.0038801,10,30,260.44907
0,-20.200000762939453,57.400001525878906,1.0062345,10,50,255.11375
0,-20.200000762939453,57.45000076293945,1.0061492,10,50,256.4431
0,-20.200000762939453,57.5,1.0027771,10,40,249.14424
0,-20.200000762939453,57.54999923706055,1.0007753,10,30,249.5212
0,-20.200000762939453,57.599998474121094,1.000823,10,30,248.62305
0,-20.200000762939453,57.650001525878906,1.0001423,10,0,256.14053
0,-20.200000762939453,57.70000076293945,1.0014544,10,-10,262.6275
0,-20.200000762939453,57.75,1.0014784,10,-10,262.39627
0,-20.200000762939453,57.79999923706055,1.0016395,10,0,262.11005
0,-20.200000762939453,57.849998474121094,1.0015379,10,0,267.75836
0,-20.200000762939453,57.900001525878906,1.0015358,10,0,267.63196
0,-20.200000762939453,57.95000076293945,1.0036926,10,-30,265.14423
0,-20.200000762939453,58.0,1.0042819,10,-30,265.5881
0,-20.149999618530273,57.099998474121094,1.0021836,10,-10,274.6922
0,-20.149999618530273,57.150001525878906,1.001469,10,20,273.70187
0,-20.149999618530273,57.20000076293945,1.0022022,10,0,262.90707
0,-20.149999618530273,57.25,1.0021034,10,0,266.00296
0,-20.149999618530273,57.29999923706055,1.0021313,10,10,262.89072
0,-20.149999618530273,57.349998474121094,1.0044286,10,40,257.66245
0,-20.149999618530273,57.400001525878906,1.004413,10,40,257.89218
0,-20.149999618530273,57.45000076293945,1.0042808,10,40,257.97473
0,-20.149999618530273,57.5,1.004247,10,40,257.55835
0,-20.149999618530273,57.54999923706055,1.0042254,10,40,257.63568
0,-20.149999618530273,57.599998474121094,1.0009354,10,20,256.96356
0,-20.149999618530273,57.650001525878906,1.0014914,10,-10,260.10855
0,-20.149999618530273,57.70000076293945,1.0015134,10,-10,259.78958
0,-20.149999618530273,57.75,1.0016626,10,0,263.83124
0,-20.149999618530273,57.79999923706055,1.0014855,10,0,266.6617
0,-20.149999618530273,57.849998474121094,1.0014971,10,0,266.5896
0,-20.149999618530273,57.900001525878906,1.0031402,10,-30,264.10483
0,-20.149999618530273,57.95000076293945,1.0039203,10,-30,264.64536
0,-20.149999618530273,58.0,1.00394,10,-30,264.65054
0,-20.100000381469727,57.099998474121094,1.0029861,10,-20,273.21042
0,-20.100000381469727,57.150001525878906,1.0029863,10,-20,273.18216
0,-20.100000381469727,57.20000076293945,1.0030385,10,-20,267.2751
0,-20.100000381469727,57.25,1.0023085,10,-10,266.9695
0,-20.100000381469727,57.29999923706055,1.0023247,10,-10,266.69962
0,-20.100000381469727,57.349998474121094,1.0020645,10,0,262.72864
0,-20.100000381469727,57.400001525878906,1.0027066,10,20,257.26172
0,-20.100000381469727,57.45000076293945,1.0026852,10,20,258.47287
0,-20.100000381469727,57.5,1.0042194,10,40,259.9383
0,-20.100000381469727,57.54999923706055,1.0023587,10,30,258.12787
0,-20.100000381469727,57.599998474121094,1.0023687,10,30,257.05652
0,-20.100000381469727,57.650001525878906,1.0012008,10,10,259.11523
0,-20.100000381469727,57.70000076293945,1.001568,10,0,259.78885
0,-20.100000381469727,57.75,1.0015712,10,0,259.7227
0,-20.100000381469727,57.79999923706055,1.0017688,10,0,261.0684
0,-20.100000381469727,57.849998474121094,1.0020657,10,-10,264.38068
0,-20.100000381469727,57.900001525878906,1.0020943,10,-10,264.32416
0,-20.100000381469727,57.95000076293945,1.0038065,10,-30,262.53458
0,-20.100000381469727,58.0,1.0037981,10,-40,263.7026
0,-20.049999237060547,57.099998474121094,1.0033602,10,-30,273.73828
0,-20.049999237060547,57.150001525878906,1.0032314,10,-30,268.4513
0,-20.049999237060547,57.20000076293945,1.002425,10,-20,265.23642
0,-20.049999237060547,57.25,1.0024425,10,-20,265.18143
0,-20.049999237060547,57.29999923706055,1.0024089,10,-10,261.74796
0,-20.049999237060547,57.349998474121094,1.0024115,10,-10,257.742
0,-20.049999237060547,57.400001525878906,1.0024275,10,-10,257.5866
0,-20.049999237060547,57.45000076293945,1.0022199,10,20,255.1041
0,-20.049999237060547,57.5,1.0028644,10,30,257.95984
0,-20.049999237060547,57.54999923706055,1.0028294,10,30,257.97397
0,-20.049999237060547,57.599998474121094,1.0019052,10,20,257.27658
0,-20.049999237060547,57.650001525878906,1.0015973,10,0,259.21487
0,-20.049999237060547,57.70000076293945,1.0016005,10,0,259.15613
0,-20.049999237060547,57.75,1.0015283,10,-10,264.0974
0,-20.049999237060547,57.79999923706055,1.0019318,10,-10,264.54276
0,-20.049999237060547,57.849998474121094,1.0019348,10,-10,264.51227
0,-20.049999237060547,57.900001525878906,1.0038053,10,-30,261.8372
0,-20.049999237060547,57.95000076293945,1.0048499,10,-40,262.18588
0,-20.049999237060547,58.0,1.0052768,10,-40,261.47137
0,-20.0,57.099998474121094,1.003084,10,-30,271.08252
0,-20.0,57.150001525878906,1.0031142,10,-30,271.09293
0,-20.0,57.20000076293945,1.0030003,10,-20,267.69666
0,-20.0,57.25,1.0027326,10,-20,263.27808
0,-20.0,57.29999923706055,1.0027479,10,-20,263.17548
0,-20.0,57.349998474121094,1.002848,10,-20,258.9197
0,-20.0,57.400001525878906,1.0022504,10,0,252.97992
0,-20.0,57.45000076293945,1.0022674,10,0,256.02304
0,-20.0,57.5,1.0023904,10,20,257.22083
0,-20.0,57.54999923706055,1.0020555,10,20,260.25204
0,-20.0,57.599998474121094,1.0015484,10,0,258.72787
0,-20.0,57.650001525878906,1.00173,10,10,258.74573
0,-20.0,57.70000076293945,1.0015333,10,-10,264.21487
0,-20.0,57.75,1.0018579,10,-10,267.82306
0,-20.0,57.79999923706055,1.0019629,10,-10,264.53012
0,-20.0,57.849998474121094,1.0023481,10,-20,263.74796
0,-20.0,57.900001525878906,1.0045764,10,-40,261.45056
0,-20.0,57.95000076293945,1.0046142,10,-40,261.42453
0,-20.0,58.0,1.0040916,10,-30,261.46097
0,-19.950000762939453,57.099998474121094,1.003085,10,-30,271.96356
0,-19.950000762939453,57.150001525878906,1.0034012,10,-30,268.4751
0,-19.950000762939453,57.20000076293945,1.0031631,10,-20,264.09293
0,-19.950000762939453,57.25,1.0032749,10,-30,266.27362
0,-19.950000762939453,57.29999923706055,1.0031326,10,-20,261.89368
0,-19.950000762939453,57.349998474121094,1.0018563,10,-10,258.81934
0,-19.950000762939453,57.400001525878906,1.0018605,10,-10,258.626
0,-19.950000762939453,57.45000076293945,1.0019804,10,-10,255.79553
0,-19.950000762939453,57.5,1.001592,10,10,257.2699
0,-19.950000762939453,57.54999923706055,1.0016036,10,10,257.2669
0,-19.950000762939453,57.599998474121094,1.0016912,10,10,259.8372
0,-19.950000762939453,57.650001525878906,1.0013658,10,0,263.8342
0,-19.950000762939453,57.70000076293945,1.001371,10,0,263.9063
0,-19.950000762939453,57.75,1.0016986,10,-10,267.02008
0,-19.950000762939453,57.79999923706055,1.001973,10,-20,263.9264
0,-19.950000762939453,57.849998474121094,1.0019959,10,-20,263.89667
0,-19.950000762939453,57.900001525878906,1.0007901,10,0,266.49442
0,-19.950000762939453,57.95000076293945,1.000425,10,0,267.7606
0,-19.950000762939453,58.0,1.0004139,10,0,267.7524
0,-19.899999618530273,57.099998474121094,1.003737,10,-30,270.59555
0,-19.899999618530273,57.150001525878906,1.0037674,10,-30,270.5948
0,-19.899999618530273,57.20000076293945,1.002971,10,-30,268.3093
0,-19.899999618530273,57.25,1.0037405,10,-30,262.9487
0,-19.899999618530273,57.29999923706055,1.0037717,10,-30,262.9725
0,-19.899999618530273,57.349998474121094,1.002728,10,-20,260.9911
0,-19.899999618530273,57.400001525878906,1.0023444,10,-10,256.5383
0,-19.899999618530273,57.45000076293945,1.0015177,10,0,256.59106
0,-19.899999618530273,57.5,1.0015215,10,0,256.44534
0,-19.899999618530273,57.54999923706055,1.0015423,10,0,260.72192
